,Module,Group,Quota,No. ofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,AR1101,DESIGN TUTORIAL 1,135,39,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
1,AR1121,LECTURE 1,135,39,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
2,AR1221,LECTURE 1,170,55,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
3,AR1221,LECTURE 1,14,1,50,1,50,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [G]
4,AR2101,DESIGN TUTORIAL 1,41,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
5,AR2221,LECTURE 1,29,6,1,1,5,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
6,AR2722,LECTURE 1,18,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
7,AR2722,LECTURE 1,20,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [G]
8,AR3101,DESIGN TUTORIAL 1,33,7,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
9,AR3222,LECTURE 1,34,7,1,1,300,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
10,AR3222,LECTURE 1,20,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [G]
11,AR4101,DESIGN TUTORIAL 1,34,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
12,AR4101,DESIGN TUTORIAL 2,65,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
13,AR4103,DESIGN TUTORIAL 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
14,AR4104,DESIGN TUTORIAL 1,14,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
15,AR5011,LECTURE 2,24,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
16,AR5011,LECTURE 3,25,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
17,AR5321,LECTURE 1,21,8,1,1,3,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
18,AR5610,LECTURE 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
19,AS2213,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
20,AS2213,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
21,AS2213,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
22,AS2237,LECTURE 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
23,AS2237,LECTURE 1,5,3,1,1,200,ARTS & SOCIAL SCIENCES,New Students [P]
24,AS2237,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
25,AS3231,SEMINAR-STYLE MODULE CLASS 1,2,2,20,1,103,ARTS & SOCIAL SCIENCES,Returning Students [P]
26,AS3231,SEMINAR-STYLE MODULE CLASS 1,1,2,200,203,203,ARTS & SOCIAL SCIENCES,New Students [P]
27,AS3231,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
28,BHT4001A,LECTURE ZA,484,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
29,BHT4001B,LECTURE ZB,495,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
30,BHT4001C,LECTURE ZC,497,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
31,BN4301,LECTURE 1,1,1,10,1,10,ENGINEERING,Returning Students [P]
32,BN4403,LECTURE 1,19,1,10,1,10,ENGINEERING,Returning Students [P]
33,BN4406,LECTURE 1,31,1,1,1,1,ENGINEERING,Returning Students [P]
34,BSP1004,SECTIONAL TEACHING D1,1,1,2,1,2,SCHOOL OF COMPUTING,New Students [P]
35,BSP1004,SECTIONAL TEACHING D2,1,1,1047,1,1047,SCHOOL OF COMPUTING,Returning Students [P]
36,BSP1004,SECTIONAL TEACHING D2,2,1,151,1,151,SCHOOL OF COMPUTING,New Students [P]
37,BSP1004,SECTIONAL TEACHING D3,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
38,BSP1004,SECTIONAL TEACHING D4,14,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
39,BSP1004,SECTIONAL TEACHING D4,1,1,75,1,75,SCHOOL OF COMPUTING,New Students [P]
40,BSP1004,SECTIONAL TEACHING D5,13,5,1,1,500,SCHOOL OF BUSINESS,Returning Students [P]
41,BSP1004,SECTIONAL TEACHING D5,2,1,50,1,50,SCHOOL OF COMPUTING,New Students [P]
42,BSP1005A,LECTURE E1,18,4,1,1,1,SCHOOL OF BUSINESS,NUS Students [G]
43,BSP1005B,LECTURE E2,1,1,1500,1,1500,ENGINEERING,Returning Students [P]
44,BSP1005B,LECTURE E2,2,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
45,BSP1005B,LECTURE E2,17,6,1,1,100,SCHOOL OF BUSINESS,NUS Students [G]
46,BSP2001,LECTURE A1,15,2,1,1,1,SCHOOL OF BUSINESS,NUS Students [G]
47,BSP2001,LECTURE A2,15,5,1,1,100,SCHOOL OF BUSINESS,NUS Students [G]
48,BSP2005,LECTURE E,16,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
49,BSP2005,LECTURE E,4,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
50,BSP2005,LECTURE E,10,1,250,1,250,SCHOOL OF BUSINESS,NUS Students [G]
51,BSP3001A,SECTIONAL TEACHING A3,11,3,100,1,708,SCHOOL OF BUSINESS,Returning Students [P]
52,BSP3001B,SECTIONAL TEACHING A5,2,4,100,831,2000,SCHOOL OF BUSINESS,Returning Students [P]
53,BU3180,LECTURE 1,23,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
54,BU3181,LECTURE 1,24,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
55,BU3380,LECTURE 1,31,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
56,BU3491,LECTURE 1,30,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
57,BU3491,LECTURE 1,15,6,1,1,33,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [G]
58,BU4380,LECTURE 1,44,11,1,1,500,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
59,BU4391,LECTURE 1,21,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
60,BU4480,LECTURE 1,58,16,1,1,500,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
61,BU4490,LECTURE 1,44,1,10,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
62,CE2134,LECTURE 1,38,9,1,1,2,ENGINEERING,Returning Students [P]
63,CE2134,LECTURE 1,35,1,1,1,1,ENGINEERING,New Students [P]
64,CE2134,LECTURE 1,20,0,0,0,0,ENGINEERING,Reserved for [G] in later round
65,CE2155,LECTURE 1,66,6,1,1,1,ENGINEERING,Returning Students [P]
66,CE2155,LECTURE 1,35,3,1,1,1,ENGINEERING,New Students [P]
67,CE2155,LECTURE 1,20,0,0,0,0,ENGINEERING,Reserved for [G] in later round
68,CE2184,LECTURE 1,73,8,1,1,10,ENGINEERING,Returning Students [P]
69,CE2184,LECTURE 1,35,3,1,1,1,ENGINEERING,New Students [P]
70,CE2184,LECTURE 1,20,0,0,0,0,ENGINEERING,Reserved for [G] in later round
71,CE2407,LECTURE 1,53,11,1,1,1,ENGINEERING,Returning Students [P]
72,CE2407,LECTURE 1,35,1,1,1,1,ENGINEERING,New Students [P]
73,CE2407,LECTURE 1,20,0,0,0,0,ENGINEERING,Reserved for [G] in later round
74,CE2408,LECTURE 1,102,7,1,1,1,ENGINEERING,Returning Students [P]
75,CE2408,LECTURE 1,35,3,1,1,1,ENGINEERING,New Students [P]
76,CE2408,LECTURE 1,20,0,0,0,0,ENGINEERING,Reserved for [G] in later round
77,CE3101,LECTURE 1,7,6,1,1,500,ENGINEERING,Returning Students [P]
78,CE3101,LECTURE 1,15,0,0,0,0,ENGINEERING,Reserved for [G] in later round
79,CE3115,LECTURE 1,98,3,1,1,1,ENGINEERING,Returning Students [P]
80,CE3115,LECTURE 1,20,0,0,0,0,ENGINEERING,Reserved for [G] in later round
81,CE3121,LECTURE 1,102,4,1,1,100,ENGINEERING,Returning Students [P]
82,CE3121,LECTURE 1,20,0,0,0,0,ENGINEERING,Reserved for [G] in later round
83,CE3165,LECTURE 1,93,6,1,1,1000,ENGINEERING,Returning Students [P]
84,CE3165,LECTURE 1,15,0,0,0,0,ENGINEERING,Reserved for [G] in later round
85,CE4103,LECTURE 1,150,1,1,1,1,ENGINEERING,Returning Students [P]
86,CE4104,LECTURE 1,95,2,1,1,5,ENGINEERING,Returning Students [P]
87,CE4257,LECTURE 1,38,2,1,1,1,ENGINEERING,Returning Students [P]
88,CE4257,LECTURE 1,10,0,0,0,0,ENGINEERING,Reserved for [G] in later round
89,CE5101,LECTURE 1,16,0,0,0,0,ENGINEERING,Returning Students [P]
90,CE5104,LECTURE 1,10,0,0,0,0,ENGINEERING,Returning Students [P]
91,CE5105,LECTURE 1,15,0,0,0,0,ENGINEERING,Returning Students [P]
92,CE5203,LECTURE 1,13,2,2,1,20,ENGINEERING,Returning Students [P]
93,CE5307,LECTURE 1,12,0,0,0,0,ENGINEERING,Returning Students [P]
94,CE5509,LECTURE 1,13,0,0,0,0,ENGINEERING,Returning Students [P]
95,CE5514,LECTURE 1,15,0,0,0,0,ENGINEERING,Returning Students [P]
96,CE5604,LECTURE 1,7,2,1,1,1,ENGINEERING,Returning Students [P]
97,CE5703,LECTURE 1,6,1,5000,1,5000,ENGINEERING,Returning Students [P]
98,CE5712,LECTURE 1,25,0,0,0,0,ENGINEERING,Returning Students [P]
99,CH1101E,LECTURE 1,34,3,1,1,50,ARTS & SOCIAL SCIENCES,Returning Students [P]
100,CH1101E,LECTURE 1,200,124,1,1,160,ARTS & SOCIAL SCIENCES,New Students [P]
101,CH1101E,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
102,CH2121,LECTURE 1,30,3,1,1,4,ARTS & SOCIAL SCIENCES,Returning Students [P]
103,CH2121,LECTURE 1,25,2,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
104,CH2121,LECTURE 1,20,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
105,CH2225,LECTURE 1,19,3,1,1,700,ARTS & SOCIAL SCIENCES,Returning Students [P]
106,CH2225,LECTURE 1,15,1,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
107,CH2225,LECTURE 1,13,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
108,CH2227,LECTURE 1,24,6,200,1,1136,ARTS & SOCIAL SCIENCES,Returning Students [P]
109,CH2227,LECTURE 1,10,1,97,1,97,ARTS & SOCIAL SCIENCES,New Students [P]
110,CH2227,LECTURE 1,12,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
111,CH2271,LECTURE 1,55,17,1,1,2000,ARTS & SOCIAL SCIENCES,Returning Students [P]
112,CH2271,LECTURE 1,40,4,1,1,2,ARTS & SOCIAL SCIENCES,New Students [P]
113,CH2271,LECTURE 1,40,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
114,CH2292A,LECTURE 1,49,13,1,1,2450,ARTS & SOCIAL SCIENCES,Returning Students [P]
115,CH2292A,LECTURE 1,50,5,1,1,102,ARTS & SOCIAL SCIENCES,New Students [P]
116,CH2292A,LECTURE 1,41,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
117,CH3221,SECTIONAL TEACHING 1,39,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
118,CH3221,SECTIONAL TEACHING 1,14,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
119,CH3246,LECTURE 1,18,6,5,1,103,ARTS & SOCIAL SCIENCES,Returning Students [P]
120,CH3246,LECTURE 1,5,2,1,1,175,ARTS & SOCIAL SCIENCES,New Students [P]
121,CH3246,LECTURE 1,6,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
122,CH3253,SECTIONAL TEACHING 1,28,5,1,1,500,ARTS & SOCIAL SCIENCES,Returning Students [P]
123,CH3253,SECTIONAL TEACHING 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
124,CH3253,SECTIONAL TEACHING 1,6,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
125,CH4225,SECTIONAL TEACHING 1,21,2,1,1,10,ARTS & SOCIAL SCIENCES,Returning Students [P]
126,CH4242,SECTIONAL TEACHING 1,28,4,1,1,10,ARTS & SOCIAL SCIENCES,Returning Students [P]
127,CH4245,SECTIONAL TEACHING 1,33,3,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
128,CH4246,SECTIONAL TEACHING 1,24,4,1,1,50,ARTS & SOCIAL SCIENCES,Returning Students [P]
129,CH4281,SECTIONAL TEACHING 1,27,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
130,CH5210,SECTIONAL TEACHING 1,11,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
131,CH5211,SECTIONAL TEACHING 1,12,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
132,CH5212,SECTIONAL TEACHING 1,13,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
133,CH5213,SECTIONAL TEACHING 1,3,4,200,200,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
134,CH5222,SECTIONAL TEACHING 1,17,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
135,CL1101E,LECTURE 1,39,2,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
136,CL1101E,LECTURE 1,241,76,1,1,200,ARTS & SOCIAL SCIENCES,New Students [P]
137,CL1101E,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
138,CL2121,LECTURE 1,14,2,1,1,53,ARTS & SOCIAL SCIENCES,Returning Students [P]
139,CL2121,LECTURE 1,25,1,10,1,10,ARTS & SOCIAL SCIENCES,New Students [P]
140,CL2206,LECTURE 1,36,6,10,1,800,ARTS & SOCIAL SCIENCES,Returning Students [P]
141,CL2206,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
142,CL2206,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
143,CL2207,LECTURE 1,23,9,1,1,2824,ARTS & SOCIAL SCIENCES,Returning Students [P]
144,CL2207,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
145,CL2207,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
146,CL2208,LECTURE 1,42,1,700,1,700,ARTS & SOCIAL SCIENCES,Returning Students [P]
147,CL2208,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
148,CL2208,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
149,CL2280,LECTURE 1,51,53,1,2,2000,ARTS & SOCIAL SCIENCES,Returning Students [P]
150,CL2280,LECTURE 1,64,10,1,1,50,ARTS & SOCIAL SCIENCES,New Students [P]
151,CL2280,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
152,CL3202,LECTURE 1,22,4,1,1,700,ARTS & SOCIAL SCIENCES,Returning Students [P]
153,CL3202,LECTURE 1,14,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
154,CL3204,LECTURE 1,28,4,1,1,700,ARTS & SOCIAL SCIENCES,Returning Students [P]
155,CL3204,LECTURE 1,14,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
156,CL3205,LECTURE 1,35,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
157,CL3205,LECTURE 1,15,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
158,CL3221,SECTIONAL TEACHING 1,11,4,50,1,4280,ARTS & SOCIAL SCIENCES,Returning Students [P]
159,CM1101,LECTURE SL1,33,0,0,0,0,SCIENCE,Returning Students [P]
160,CM1101,LECTURE SL1,60,42,1,1,170,SCIENCE,New Students [P]
161,CM1111,LECTURE SL1,20,41,1,403,597,SCIENCE,New Students [P]
162,CM1417,LECTURE SL1,80,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
163,CM1501,LECTURE L,57,11,1,1,50,ENGINEERING,Returning Students [P]
164,CM2101,LECTURE SL1,14,0,0,0,0,SCIENCE,Returning Students [P]
165,CM2111,LECTURE SL1,80,1,10,1,10,SCIENCE,Returning Students [P]
166,CM2132,LECTURE SL1,73,0,0,0,0,SCIENCE,Returning Students [P]
167,CM2142,LECTURE SL1,38,3,1,1,5,SCIENCE,Returning Students [P]
168,CM2161,LECTURE SL1,28,0,0,0,0,SCIENCE,Returning Students [P]
169,CM2165,LECTURE SL1,9,0,0,0,0,SCIENCE,Returning Students [P]
170,CM2263,LECTURE SL1,9,0,0,0,0,SCIENCE,Returning Students [P]
171,CM3212,LECTURE SL1,67,4,5,1,1000,SCIENCE,Returning Students [P]
172,CM3221,LECTURE SL1,6,0,0,0,0,SCIENCE,Returning Students [P]
173,CM3222,LECTURE SL1,72,1,11,1,11,SCIENCE,Returning Students [P]
174,CM3241,LECTURE SL1,103,4,1,1,1850,SCIENCE,Returning Students [P]
175,CM3291,LECTURE SL1,1,2,300,1436,1436,SCIENCE,Returning Students [P]
176,CM3292,LECTURE SL1,10,3,1,1,50,SCIENCE,Returning Students [P]
177,CM4214,LECTURE SL1,27,1,1,1,1,SCIENCE,Returning Students [P]
178,CM4223,LECTURE SL1,32,0,0,0,0,SCIENCE,Returning Students [P]
179,CM4241,LECTURE SL1,16,1,1000,1,1000,SCIENCE,Returning Students [P]
180,CM4261,LECTURE SL1,32,1,1,1,1,SCIENCE,Returning Students [P]
181,CM4266,LECTURE SL1,25,0,0,0,0,SCIENCE,Returning Students [P]
182,CN1111E,LECTURE 1,60,0,0,0,0,ENGINEERING,Returning Students [P]
183,CN1111E,LECTURE 1,60,42,1,1,150,ENGINEERING,New Students [P]
184,CN2121,LECTURE L,65,6,1,1,10,ENGINEERING,Returning Students [P]
185,CN2121,LECTURE L,10,0,0,0,0,ENGINEERING,Reserved for [G] in later round
186,CN2122,LECTURE L,22,11,1,1,10,ENGINEERING,Returning Students [P]
187,CN2122,LECTURE L,10,0,0,0,0,ENGINEERING,Reserved for [G] in later round
188,CN3108,SECTIONAL TEACHING 1,17,3,1,1,1286,ENGINEERING,Returning Students [P]
189,CN3108,SECTIONAL TEACHING 2,17,0,0,0,0,ENGINEERING,Returning Students [P]
190,CN3108,SECTIONAL TEACHING 7,6,3,1,1,200,ENGINEERING,Returning Students [P]
191,CN3108,SECTIONAL TEACHING 8,12,0,0,0,0,ENGINEERING,Returning Students [P]
192,CN3122,LECTURE L,42,0,0,0,0,ENGINEERING,Returning Students [P]
193,CN3125,LECTURE L,46,1,1,1,1,ENGINEERING,Returning Students [P]
194,CN3421,LECTURE L,30,0,0,0,0,ENGINEERING,Returning Students [P]
195,CN4118,LECTURE 1,86,3,1,1,2,ENGINEERING,Returning Students [P]
196,CN4208,LECTURE L,33,1,1,1,1,ENGINEERING,Returning Students [P]
197,CN4210,LECTURE L,46,2,1,1,10,ENGINEERING,Returning Students [P]
198,CN4211,LECTURE L,75,5,1,1,2500,ENGINEERING,Returning Students [P]
199,CN4215,LECTURE L,66,0,0,0,0,ENGINEERING,Returning Students [P]
200,CN4216,LECTURE L,52,0,0,0,0,ENGINEERING,Returning Students [P]
201,CN4217,LECTURE L,51,2,1,1,1,ENGINEERING,Returning Students [P]
202,CN4227,LECTURE L,18,1,1,1,1,ENGINEERING,Returning Students [P]
203,CN4245,LECTURE L,15,2,1,1,1,ENGINEERING,Returning Students [P]
204,CN4247,LECTURE L,4,1,1,1,1,ENGINEERING,Returning Students [P]
205,CN5111,LECTURE L,51,1,10,1,10,ENGINEERING,Returning Students [P]
206,CS1101C,LECTURE 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
207,CS1101C,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
208,CS1101C,LECTURE 2,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
209,CS1101C,LECTURE 2,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
210,CS1101S,LECTURE 1,15,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
211,CS1101S,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
212,CS1101S,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
213,CS1101S,LECTURE 1,110,52,1,1,200,SCHOOL OF COMPUTING,New Students [P]
214,CS1101X,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
215,CS1101X,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
216,CS1101X,LECTURE 1,20,3,1,1,20,SCIENCE,New Students [P]
217,CS1101X,LECTURE 1,15,31,1,430,648,SCHOOL OF COMPUTING,New Students [P]
218,CS1101X,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
219,CS1101X,LECTURE 2,5,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
220,CS1101X,LECTURE 2,35,10,1,1,208,SCHOOL OF COMPUTING,New Students [P]
221,CS1101X,LECTURE 2,2,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
222,CS1101X,LECTURE 3,4,1,2000,1,2000,SCIENCE,Returning Students [P]
223,CS1101X,LECTURE 3,2,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
224,CS1101X,LECTURE 3,15,8,1,1,100,SCIENCE,New Students [P]
225,CS1101X,LECTURE 3,19,28,20,270,532,SCHOOL OF COMPUTING,New Students [P]
226,CS1101X,LECTURE 3,2,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
227,CS1101Y,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
228,CS1101Y,LECTURE 1,20,15,1,1,550,SCIENCE,New Students [P]
229,CS1101Y,LECTURE 1,18,32,1,440,620,SCHOOL OF COMPUTING,New Students [P]
230,CS1101Y,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
231,CS1101Y,LECTURE 2,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
232,CS1101Y,LECTURE 2,3,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
233,CS1101Y,LECTURE 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
234,CS1101Y,LECTURE 2,33,25,1,1,330,SCHOOL OF COMPUTING,New Students [P]
235,CS1101Y,LECTURE 2,3,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
236,CS1101Y,LECTURE 3,5,6,99,200,1000,SCIENCE,Returning Students [P]
237,CS1101Y,LECTURE 3,2,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
238,CS1101Y,LECTURE 3,15,22,5,150,571,SCIENCE,New Students [P]
239,CS1101Y,LECTURE 3,18,26,1,100,645,SCHOOL OF COMPUTING,New Students [P]
240,CS1101Y,LECTURE 3,2,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
241,CS1101Z,LECTURE 1,5,3,1,1,1500,SCIENCE,Returning Students [P]
242,CS1101Z,LECTURE 1,1,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
243,CS1101Z,LECTURE 1,15,18,2,100,380,SCIENCE,New Students [P]
244,CS1101Z,LECTURE 1,18,22,10,50,260,SCHOOL OF COMPUTING,New Students [P]
245,CS1101Z,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
246,CS1101Z,LECTURE 2,3,1,100,1,100,SCHOOL OF COMPUTING,Returning Students [P]
247,CS1101Z,LECTURE 2,40,35,1,1,490,SCHOOL OF COMPUTING,New Students [P]
248,CS1101Z,LECTURE 2,2,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
249,CS1101Z,LECTURE 3,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
250,CS1101Z,LECTURE 3,3,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
251,CS1101Z,LECTURE 3,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
252,CS1101Z,LECTURE 3,20,23,11,53,397,SCIENCE,New Students [P]
253,CS1101Z,LECTURE 3,15,29,1,302,550,SCHOOL OF COMPUTING,New Students [P]
254,CS1101Z,LECTURE 3,2,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
255,CS1102,LECTURE 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
256,CS1102,LECTURE 1,17,1,1,1,1,SCIENCE,Returning Students [P]
257,CS1102,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
258,CS1102,LECTURE 1,55,42,1,1,222,SCHOOL OF COMPUTING,New Students [P]
259,CS1102,LECTURE 1,5,2,2,1,22,SCHOOL OF COMPUTING,NUS Students [G]
260,CS1102C,LECTURE 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
261,CS1102C,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
262,CS1105,LECTURE 1,22,2,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
263,CS1105,LECTURE 1,195,196,1,1,642,SCHOOL OF COMPUTING,New Students [P]
264,CS1231X,LECTURE 1,61,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
265,CS1231X,LECTURE 1,110,117,1,8,601,SCHOOL OF COMPUTING,New Students [P]
266,CS1231Y,LECTURE 1,32,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
267,CS1231Y,LECTURE 1,140,115,1,1,300,SCHOOL OF COMPUTING,New Students [P]
268,CS1280,LECTURE 1,150,54,1,1,3840,SCHOOL OF COMPUTING,Returning Students [P]
269,CS1280,LECTURE 1,30,2,1,1,1,SCHOOL OF COMPUTING,New Students [P]
270,CS1280,LECTURE 1,20,0,0,0,0,SCHOOL OF COMPUTING,Reserved for [G] in later round
271,CS1281,LECTURE 1,10,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
272,CS1281,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
273,CS1281,LECTURE 1,180,0,0,0,0,SCHOOL OF COMPUTING,Reserved for [G] in later round
274,CS2100,LECTURE 1,74,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
275,CS2100,LECTURE 1,35,31,1,1,300,SCHOOL OF COMPUTING,New Students [P]
276,CS2100,LECTURE 1,7,4,1,1,660,SCHOOL OF COMPUTING,NUS Students [G]
277,CS2102,LECTURE 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
278,CS2102,LECTURE 1,5,3,1,1,50,ENGINEERING,Returning Students [P]
